ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	SUBGROUP	FORM	SPANISH	TOKENS	VALUE	BORROWING	MORPHEMES	NOTE	SOURCE
846	tʃ’ u s a -	1575	empty	SantoTomas	Quechua	ch’usa	vacío	tʃ’ u s a	ch’usa			ausente; mismo concepto que vacío?	santotomas1951
847	tʃ u ʃ a x	1575	empty	Serena	Quechua	čuša.x	vacío	tʃ u ʃ a x	čuša.x				heggarty2005
848	tʃʼ u s a -	148	empty	Sullkatiti	Aymara	č'usa	vacío	tʃʼ u s a	č'usa				heggarty2005
849	tʃʼ u s a χ	1575	empty	Taquile	Quechua	č'usa.χ	vacío	tʃʼ u s a χ	č'usa.χ				heggarty2005
850	i l a -	32	empty	Tarma	Quechua	ila	vacío	i l a	ila				adelaar1977
851	tʃ u ʃ a x	1575	empty	Troje	Quechua	čuša.x	vacío	tʃ u ʃ a x	čuša.x (.ža)				heggarty2005
852	w ai ʎ a	349	empty	Wari	Quechua	waylla	vacío	w ai ʎ a	waylla				parkerchavez1976
853	i n a ʎ a	348	empty	Yanac	Quechua	ina.λa	vacío	i n a ʎ a	ina.λa				heggarty2005
854	ʎ a k a k ( - - )	2932	heavy	Anonimo	Quechua	llaʃʃac	pesado	ʎ a k a k	llaʃʃac				valera1586
855	ʎ a s a - ( - - )	2932	heavy	Apuri	Quechua	llasa	pesado	ʎ a s a	llasa				shimelman2017
856	ʎ a s a - ( - - )	2932	heavy	Apurimac	Quechua	llasa	pesado	ʎ a s a	llasa				camacho2007
860	ʎ a s a χ ( - - )	2932	heavy	Arma	Quechua	llasaq	pesado	ʎ a s a χ	llasaq				galvez2003
861	ʎ a s a - ( - - )	2932	heavy	Atalla	Quechua	λasa	pesado	ʎ a s a	λasa				heggarty2005
862	ʎ a s a χ ( - - )	2932	heavy	Ayacucho	Quechua	llasaq	pesado	ʎ a s a χ	llasaq				soto1976
863	ʎ a ʃ a - ( - - )	2932	heavy	Bobonaza	Quechua	llashaj	pesado	ʎ a ʃ a	llashaj				orrwrisley1981
864	ʎ a s a - ( - - )	2932	heavy	Cacra-Hongos	Quechua	llasa	pesado	ʎ a s a	llasa				shimelman2017
865	dʑ a ç a - ( - - )	2932	heavy	Chachapoyas	Quechua	llasha	pesado	dʑ a ç a	llasha				taylor2006
866	l a s a - ( - - )	2932	heavy	Chacpar	Quechua	lasa	pesado	l a s a	lasa				heggarty2005
867	ʎ a ʃ a - ( - - )	2932	heavy	Chetilla	Quechua	dyaša	pesado	ʎ a ʃ a	dyaša				heggarty2005
868	- l i k s - - - - i -	129	heavy	Chipaya	Uru-Chipaya	liksi	pesado	l i k s i	liksi; phapsa				heggarty2005
869	pʰ a p s - a	2934	heavy	Chipaya	Uru-Chipaya	phapsa	pesado	pʰ a p s a	liksi; phapsa				heggarty2005
870	ʎ a s a - ( - - )	2932	heavy	Curva	Quechua	λasa	pesado	ʎ a s a	λasa				heggarty2005
871	ʎ a s a - ( - - )	2932	heavy	Cuzco	Quechua	λasa	pesado	ʎ a s a	λasa				heggarty2005
872	ʎ a s a k ( - - )	2932	heavy	CuzquenoAntiguo	Quechua	llaʃʃak	pesado	ʎ a s a k	llaʃʃak				holguin1608
873	l a s a - ( - - )	2932	heavy	Huallaga	Quechua	lasa.	pesado	l a s a	lasa.				heggarty2005
874	ʎ a s a ʔ ( - - )	2932	heavy	Huanca	Quechua	llasaq	pesado	ʎ a s a ʔ	llasaq				cerron1976
875	h a tʰ i	2933	heavy	Huancane	Aymara	hathi	pesado	h a tʰ i	hathi				heggarty2005
876	ʎ a s a - ( - - )	2932	heavy	Huangascar	Quechua	llasa	pesado	ʎ a s a	llasa				shimelman2017
877	l a s a q ( - - )	2932	heavy	HuarazHuailas	Quechua	lasaq	pesado	l a s a q	lasaq				parkerchavez1976
878	ʎ a ʃ a x ( - - )	2932	heavy	Imbabura	Quechua	llashaj	pesado	ʎ a ʃ a x	llashaj				gomez2009
879	ʒ a ʃ a - ( - - )	2932	heavy	Inkawasi	Quechua	žaša	pesado	ʒ a ʃ a	žaša				heggarty2005
880	p i s k i	130	heavy	Jaqaru	Aymara	piski	pesado	p i s k i	piski				heggarty2005
881	p i s k i	130	heavy	Kawki	Aymara	piski	pesado	p i s k i	piski				heggarty2005
882	dʑ a ç a - ( - - )	2932	heavy	Lamas	Quechua	llasha	pesado	dʑ a ç a	llasha				taylor2006
883	ʎ a s a - ( - - )	2932	heavy	Laraos	Quechua	λasa	pesado	ʎ a s a	λasa				heggarty2005
884	ʎ a s a - ( - - )	2932	heavy	Lincha-Tana	Quechua	llasa	pesado	ʎ a s a	llasa				shimelman2017
885	ʎ a s a - ( - - )	2932	heavy	Maragua	Quechua	λasa	pesado	ʎ a s a	λasa				heggarty2005
886	ʎ a ʃ a - ( - - )	2932	heavy	Napo	Quechua	llashaj	pesado	ʎ a ʃ a	llashaj				orrwrisley1981
887	l a s a - ( - - )	2932	heavy	Pacaraos	Quechua	lasa	pesado	l a s a	lasa				adelaar1982
888	ʎ a ʃ a - ( - - )	2932	heavy	Pastaza	Quechua	llasha	pesado	ʎ a ʃ a	llasha				landerman1973
889	ʎ a s a - ( - - )	2932	heavy	Pocona	Quechua	λasa	pesado	ʎ a s a	λasa				heggarty2005
890	h a tʰ i	2933	heavy	Puki	Aymara	hathi	pesado	h a tʰ i	hathi				heggarty2005
891	ʎ a s a - ( - - )	2932	heavy	Puno	Quechua	λasa	pesado	ʎ a s a	λasa				heggarty2005
892	ʎ a s a - ( - - )	2932	heavy	Putumayo	Quechua	llasa	pesado	ʎ a s a	llasa				tandioy1978
893	l a s a q ( - - )	2932	heavy	Raimondi	Quechua	lasaq	pesado	l a s a q	lasaq				parkerchavez1976
894	ʎ a s a - ( - - )	2932	heavy	SanPedro	Quechua	llasa	pesado	ʎ a s a	llasa				shimelman2017
895	l a s a χ ( - - )	2932	heavy	Santiagueno	Quechua	lasaq	pesado	l a s a χ	lasaq				juanatey2021
896	ʎ a s a + j a + n i	2932 0 0	heavy	SantoTomas	Quechua	llaʃayani	pesado	ʎ a s a + j a + n i	llaʃayani				santotomas1951
897	ʎ a ʃ a - ( - - )	2932	heavy	Serena	Quechua	λaša	pesado	ʎ a ʃ a	λaša				heggarty2005
898	h a tʰ i	2933	heavy	Sullkatiti	Aymara	hathi	pesado	h a tʰ i	hathi				heggarty2005
899	ʎ a s a - ( - - )	2932	heavy	Taquile	Quechua	λasa	pesado	ʎ a s a	λasa				heggarty2005
900	l a s a - ( - - )	2932	heavy	Tarma	Quechua	lasa	pesado	l a s a	lasa				adelaar1977
901	ʒ a ʃ a - ( - - )	2932	heavy	Troje	Quechua	žaša	pesado	ʒ a ʃ a	žaša				heggarty2005
902	l a s a q ( - - )	2932	heavy	Wari	Quechua	lasaq	pesado	l a s a q	lasaq				parkerchavez1976
903	l a s a - ( - - )	2932	heavy	Yanac	Quechua	lasa	pesado	l a s a	lasa				heggarty2005
904	tʃ u k a k + ʎ a	213 0	light (not heavy)	Anonimo	Quechua	chuʃʃaclla	liviano, ligero (que pesa poco)	tʃ u k a k + ʎ a	chuʃʃaclla				valera1586
905	tʃ a ʎ a	3637	light (not heavy)	Apurimac	Quechua	challa	liviano, ligero (que pesa poco)	tʃ a ʎ a	challa				camacho2007
906	p a n q a	3636	light (not heavy)	Apurimac	Quechua	panqa	liviano, ligero (que pesa poco)	p a n q a	panqa				camacho2007
907	ʎ a χ i + ʎ a	385 0	light (not heavy)	Atalla	Quechua	λa.χi.λa	liviano, ligero (que pesa poco)	ʎ a χ i + ʎ a	λa.χi.λa				heggarty2005
908	s a m p a - -	138	light (not heavy)	Ayacucho	Quechua	sampa	liviano, ligero (que pesa poco)	s a m p a	sampa				soto1976
909	p a n g a + ʎ a	3636 0	light (not heavy)	Bobonaza	Quechua	pangalla	liviano, ligero (que pesa poco)	p a n g a + ʎ a	pangalla				orrwrisley1981
910	a n k a ʃ	133	light (not heavy)	Chacpar	Quechua	ankaš	liviano, ligero (que pesa poco)	a n k a ʃ	ankaš				heggarty2005
911	kʰ e z h i	3641	light (not heavy)	Chipaya	Uru-Chipaya	khezhi	liviano, ligero (que pesa poco)	kʰ e z h i	khezhi				heggarty2005
912	s u x a	134	light (not heavy)	Curva	Quechua	suxa	liviano, ligero (que pesa poco)	s u x a	suxa				heggarty2005
913	tʃʰ a ʎ a	3637	light (not heavy)	Cuzco	Quechua	čhaλa	liviano, ligero (que pesa poco)	tʃʰ a ʎ a	čhaλa				heggarty2005
914	w ai r ai	349	light (not heavy)	CuzquenoAntiguo	Quechua	huayray	liviano, ligero (que pesa poco)	w ai r ai	huayray, huaman				holguin1608
915	w a m - a n -	137	light (not heavy)	CuzquenoAntiguo	Quechua	huaman	liviano, ligero (que pesa poco)	w a m a n	huayray, huaman				holguin1608
916	a n k a ʃ	133	light (not heavy)	Huallaga	Quechua	ankaš	liviano, ligero (que pesa poco)	a n k a ʃ	ankaš				heggarty2005
917	h a k j a	3638	light (not heavy)	Huanca	Quechua	hakya	liviano, ligero (que pesa poco)	h a k j a	hakya				cerron2018
918	s u x a	164	light (not heavy)	Huancane	Aymara	suxa	liviano, ligero (que pesa poco)	s u x a	suxa, suxa.λa				heggarty2005
919	s u x a + - - - ʎ - - a	164 0	light (not heavy)	Huancane	Aymara	suxa.λa	liviano, ligero (que pesa poco)	s u x a + ʎ a	suxa, suxa.λa				heggarty2005
921	f a n g a + ʎ a	3636 0	light (not heavy)	Imbabura	Quechua	fangalla	liviano, ligero (que pesa poco)	f a n g a + ʎ a	fangalla				gomez2009
922	l a p ʃ a	3643	light (not heavy)	Inkawasi	Quechua	lapša	liviano, ligero (que pesa poco)	l a p ʃ a	lapša				heggarty2005
923	h a m a	136	light (not heavy)	Jaqaru	Aymara	hama	liviano, ligero (que pesa poco)	h a m a	hama				heggarty2005
924	h a m a	136	light (not heavy)	Kawki	Aymara	hama	liviano, ligero (que pesa poco)	h a m a	hama				heggarty2005
925	u t k a	3644	light (not heavy)	Lamas	Quechua	utka	liviano, ligero (que pesa poco)	u t k a	utka				park1976
926	ʃ a k j a + - - - ʎ - - a	3638 0	light (not heavy)	Laraos	Quechua	šakya.λa	liviano, ligero (que pesa poco)	ʃ a k j a + ʎ a	šakya.λa				heggarty2005
927	tʃʰ a ʎ a	3637	light (not heavy)	Maragua	Quechua	čhaλa	liviano, ligero (que pesa poco)	tʃʰ a ʎ a	čhaλa				heggarty2005
928	p a n g a + ʎ a	3636 0	light (not heavy)	Napo	Quechua	pangalla	liviano, ligero (que pesa poco)	p a n g a + ʎ a	pangalla				orrwrisley1981
929	p a n g a + ʎ a	3636 0	light (not heavy)	Pastaza	Quechua	pangalla	liviano, ligero (que pesa poco)	p a n g a + ʎ a	pangalla				landerman1973
930	p i s - - i - - - + - - - ʎ - - a	132 0	light (not heavy)	Pocona	Quechua	pisi.λa	liviano, ligero (que pesa poco)	p i s i + ʎ a	pisi.λa				heggarty2005
931	pʰ i s n a	46	light (not heavy)	Puki	Aymara	phisna	liviano, ligero (que pesa poco)	pʰ i s n a	phisna				heggarty2005
932	s u x a	134	light (not heavy)	Puno	Quechua	suxa	liviano, ligero (que pesa poco)	s u x a	suxa				heggarty2005
933	m a n a + ʎ a s a - ( - - )	4618 2932	light (not heavy)	Putumayo	Quechua	mana llasa	liviano, ligero (que pesa poco)	m a n a + ʎ a s a	mana llasa				tandioy1978
935	m a n a + l a s a χ ( - - )	4618 2932	light (not heavy)	Santiagueno	Quechua	mana lasaq	liviano, ligero (que pesa poco)	m a n a + l a s a χ	mana lasaq				juanatey2021
936	w ai r a	349	light (not heavy)	SantoTomas	Quechua	guayra	liviano, ligero (que pesa poco)	w ai r a	guayra				santotomas1951
937	p a n g a + - - - ʎ - - a	3636 0	light (not heavy)	Serena	Quechua	panga.λa	liviano, ligero (que pesa poco)	p a n g a + ʎ a	panga.λa				heggarty2005
938	pʰ i s n a	46	light (not heavy)	Sullkatiti	Aymara	phisna	liviano, ligero (que pesa poco)	pʰ i s n a	phisna				heggarty2005
939	a ŋ k a ç	133	light (not heavy)	Tarma	Quechua	an̊kaš	liviano, ligero (que pesa poco)	a ŋ k a ç	an̊kaš				adelaar1977
940	p a n g i + - - ʒ - - a -	3636 0	light (not heavy)	Troje	Quechua	pangi.ža	liviano, ligero (que pesa poco)	p a n g i + ʒ a	pangi.ža				heggarty2005
941	a n k a ʃ	133	light (not heavy)	Yanac	Quechua	ankaš	liviano, ligero (que pesa poco)	a n k a ʃ	ankaš				heggarty2005
942	k a r u	1735	far (away)	Anonimo	Quechua	caru	lejos	k a r u	caru				valera1586
943	k a ɾ u	1735	far (away)	Apuri	Quechua	karu	lejos	k a ɾ u	karu				shimelman2017
944	k a r u	1735	far (away)	Apurimac	Quechua	karu	lejos	k a r u	karu				camacho2007
946	k a ɾ u	1735	far (away)	Arma	Quechua	karu	lejos	k a ɾ u	karu				galvez2003
947	k a r u	1735	far (away)	Atalla	Quechua	karu	lejos	k a r u	karu				heggarty2005
948	k a ɾ u	1735	far (away)	Ayacucho	Quechua	karu	lejos	k a ɾ u	karu				soto1976
949	k a r u	1735	far (away)	Bobonaza	Quechua	caru	lejos	k a r u	caru				orrwrisley1981
950	k a l u	1735	far (away)	Cacra-Hongos	Quechua	karu	lejos	k a l u	karu				shimelman2017
951	k a r u	1735	far (away)	Chachapoyas	Quechua	karu	lejos	k a r u	karu				taylor2006
952	k a r u	1735	far (away)	Chacpar	Quechua	karu	lejos	k a r u	karu				heggarty2005
953	k a r u	1735	far (away)	Chetilla	Quechua	karu	lejos	k a r u	karu				heggarty2005
954	a z h k i n	1736	far (away)	Chipaya	Uru-Chipaya	azhkin	lejos	a z h k i n	azhkin(a); nakhu				heggarty2005
955	n a kʰ u	1739	far (away)	Chipaya	Uru-Chipaya	nakhu	lejos	n a kʰ u	azhkin(a); nakhu				heggarty2005
956	k a r u	1735	far (away)	Curva	Quechua	karu	lejos	k a r u	karu				heggarty2005
957	k a r u	1735	far (away)	Cuzco	Quechua	karu	lejos	k a r u	karu				heggarty2005
958	k a r u	1735	far (away)	CuzquenoAntiguo	Quechua	caru	lejos	k a r u	caru				holguin1608
959	k a r u	1735	far (away)	Huallaga	Quechua	karu	lejos	k a r u	karu				heggarty2005
960	k a l u	1735	far (away)	Huanca	Quechua	kalu	lejos	k a l u	kalu				cerron2018
961	h a j a	1737	far (away)	Huancane	Aymara	haya	lejos	h a j a	haya				heggarty2005
962	k a ɾ u	1735	far (away)	Huangascar	Quechua	karu	lejos	k a ɾ u	karu				shimelman2017
963	k a ɾ u	1735	far (away)	HuarazHuailas	Quechua	karu	lejos	k a ɾ u	karu				parkerchavez1976
964	k a ɾ u	1735	far (away)	Imbabura	Quechua	karu	lejos	k a ɾ u	karu				gomez2009
965	k a r u	1735	far (away)	Inkawasi	Quechua	karu	lejos	k a r u	karu				heggarty2005
966	a s - k - -	1736	far (away)	Iruhito	Uru-Chipaya	ask	lejos	a s k	ask				cerron2016
967	h a j a	1737	far (away)	Jaqaru	Aymara	haya	lejos	h a j a	haya				heggarty2005
968	h a j a	1737	far (away)	Kawki	Aymara	haya	lejos	h a j a	haya				heggarty2005
969	k a r u	1735	far (away)	Lamas	Quechua	karu	lejos	k a r u	karu				taylor2006
970	k a r u	1735	far (away)	Laraos	Quechua	karu	lejos	k a r u	karu				heggarty2005
971	k a ɾ u	1735	far (away)	Lincha-Tana	Quechua	karu	lejos	k a ɾ u	karu				shimelman2017
972	k a r u	1735	far (away)	Maragua	Quechua	karu	lejos	k a r u	karu				heggarty2005
973	k a r u	1735	far (away)	Napo	Quechua	caru	lejos	k a r u	caru				orrwrisley1981
974	k a ɾ u	1735	far (away)	Pacaraos	Quechua	karu	lejos	k a ɾ u	karu			karutraw: very far	adelaar1982
975	k a r u	1735	far (away)	Pastaza	Quechua	caru	lejos	k a r u	caru				landerman1973
976	tʃ i p i	1740	far (away)	Pastaza	Quechua	chipi	lejos	tʃ i p i	chipi				landerman1973
977	k a r u	1735	far (away)	Pocona	Quechua	karu	lejos	k a r u	karu				heggarty2005
978	h a j a	1737	far (away)	Puki	Aymara	haya	lejos	h a j a	haya				heggarty2005
979	k a r u	1735	far (away)	Puno	Quechua	karu	lejos	k a r u	karu				heggarty2005
980	k a r u	1735	far (away)	Putumayo	Quechua	caru	lejos	k a r u	caru				tandioy1978
981	k a ɾ u	1735	far (away)	Raimondi	Quechua	karu	lejos	k a ɾ u	karu				parkerchavez1976
982	k a ɾ u	1735	far (away)	SanPedro	Quechua	karu	lejos	k a ɾ u	karu				shimelman2017
983	k a ɾ u	1735	far (away)	Santiagueno	Quechua	karu	lejos	k a ɾ u	karu				juanatey2021
984	k a r o	1735	far (away)	SantoTomas	Quechua	caro	lejos	k a r o	caro				santotomas1951
985	k a r u	1735	far (away)	Serena	Quechua	karu	lejos	k a r u	karu				heggarty2005
986	h a j a	1737	far (away)	Sullkatiti	Aymara	haya	lejos	h a j a	haya				heggarty2005
987	k a r u	1735	far (away)	Taquile	Quechua	karu	lejos	k a r u	karu				heggarty2005
988	k a ɾ u	1735	far (away)	Tarma	Quechua	karu	lejos	k a ɾ u	karu				adelaar1977
989	k a r u	1735	far (away)	Troje	Quechua	karu	lejos	k a r u	karu				heggarty2005
990	a s - k i s	1736	far (away)	Tsimu	Uru-Chipaya	áskis	lejos	a s k i s	áskis				cerron2016
991	k a ɾ u	1735	far (away)	Wari	Quechua	karu	lejos	k a ɾ u	karu				parkerchavez1976
992	l a r g u	1738	far (away)	Yanac	Quechua	largu	lejos	l a r g u	largu	esp			heggarty2005
993	r u p a k	7180	warm / hot SW	Anonimo	Quechua	rupac	caliente	r u p a k	rupac, coñi pacha			cosa al fuego o sol, caliente lugar	valera1586
994	k ɔ ɲ i -	7181	warm / hot SW	Anonimo	Quechua	coñi pacha	caliente	k ɔ ɲ i	rupac, coñi pacha			cosa al fuego o sol, caliente lugar	valera1586
995	q o n i -	7181	warm / hot SW	Apuri	Quechua	quni	caliente	q o n i	quni				shimelman2017
996	q o ɲ i -	7181	warm / hot SW	Apurimac	Quechua	qoñi	caliente	q o ɲ i	qoñi				camacho2007
997	χ u ɲ i -	7181	warm / hot SW	Arma	Quechua	quñi	caliente	χ u ɲ i	quñi				galvez2003
998	χ u n i -	7181	warm / hot SW	Atalla	Quechua	χuni	caliente	χ u n i	χuni (.λa)				heggarty2005
999	χ o ɲ i -	7181	warm / hot SW	Ayacucho	Quechua	qoñi	caliente	χ o ɲ i	qoñi				soto1976
1000	r u p a -	7180	warm / hot SW	Bobonaza	Quechua	rupaj	caliente	r u p a	rupaj				orrwrisley1981
1001	q o n i -	7181	warm / hot SW	Cacra-Hongos	Quechua	quni	caliente	q o n i	quni				shimelman2017
1002	k u ɲ u -	7181	warm / hot SW	Chachapoyas	Quechua	kuñu	caliente	k u ɲ u	kuñu				taylor2006
1003	a tʃ a + q	351 0	warm / hot SW	Chacpar	Quechua	ača.q	caliente	a tʃ a + q	ača.q				heggarty2005
1004	q u ɲ u χ	7181	warm / hot SW	Chetilla	Quechua	quñu.χ	caliente	q u ɲ u χ	quñu.χ				heggarty2005
1005	q u t ɲ i - -	165	warm / hot SW	Chipaya	Uru-Chipaya	qutñi	caliente	q u t ɲ i	qutñi				heggarty2005
1006	ʎ i χ t i	142	warm / hot SW	Curva	Quechua	λiχti	caliente	ʎ i χ t i	λiχti				heggarty2005
1007	qʼ u ɲ i -	7181	warm / hot SW	Cuzco	Quechua	q'uñi	caliente	qʼ u ɲ i	q'uñi				heggarty2005
1008	r u p a k	7180	warm / hot SW	CuzquenoAntiguo	Quechua	rupac	caliente	r u p a k	rupac, ccoñi				holguin1608
1009	χ u ɲ i -	7181	warm / hot SW	CuzquenoAntiguo	Quechua	ccoñi	caliente	χ u ɲ i	rupac, ccoñi				holguin1608
1010	a k a + χ	351 0	warm / hot SW	Huallaga	Quechua	aka.χ	caliente	a k a + χ	aka.χ				heggarty2005
1012	a k a + ʈʂ a q	351 0	warm / hot SW	Huanca	Quechua	akatraq	caliente	a k a + ʈʂ a q	akatraq				cerron1976
1013	h u n tʼ u	7182	warm / hot SW	Huancane	Aymara	hunt'u	caliente	h u n tʼ u	hunt'u				heggarty2005
1014	q o n i -	7181	warm / hot SW	Huangascar	Quechua	quni	caliente	q o n i	quni				shimelman2017
1015	k u n - k u + ʎ a	141 0	warm / hot SW	Imbabura	Quechua	kunkulla	caliente	k u n k u + ʎ a	kunkulla				gomez2009
1016	χ u ɲ u χ	7181	warm / hot SW	Inkawasi	Quechua	χuñu.χ	caliente	χ u ɲ u χ	χuñu.χ				heggarty2005
1017	ʃ iː - -	7185	warm / hot SW	Iruhito	Uru-Chipaya	shí:	caliente	ʃ iː	shí:				cerron2016
1018	h u n ʈʂ’ u	7182	warm / hot SW	Jaqaru	Aymara	hunĉ'u	caliente	h u n ʈʂ’ u	hunĉ'u				heggarty2005
1019	h u n ʈʂ’ u	7182	warm / hot SW	Kawki	Aymara	hunĉ'u	caliente	h u n ʈʂ’ u	hunĉ'u				heggarty2005
1020	k u ɲ u -	7181	warm / hot SW	Lamas	Quechua	kuñu	caliente	k u ɲ u	kuñu				taylor2006
1021	a k a + tʃ a q	351 0	warm / hot SW	Laraos	Quechua	aka.ča.q	caliente	a k a + tʃ a q	aka.ča.q				heggarty2005
1022	q o n i -	7181	warm / hot SW	Lincha-Tana	Quechua	quni	caliente	q o n i	quni				shimelman2017
1023	qʼ u ɲ i -	7181	warm / hot SW	Maragua	Quechua	q'uñi	caliente	qʼ u ɲ i	q'uñi				heggarty2005
1024	r u p a -	7180	warm / hot SW	Napo	Quechua	rupaj	caliente	r u p a	rupaj				orrwrisley1981
1025	χ o ɲ u -	7181	warm / hot SW	Pacaraos	Quechua	quñu	caliente	χ o ɲ u	quñu				adelaar1982
1026	ɾ u p a -	7180	warm / hot SW	Pastaza	Quechua	ɾupa	caliente	ɾ u p a	ɾupa				landerman1973
1027	r u pʰ a -	7180	warm / hot SW	Pocona	Quechua	rupha	caliente	r u pʰ a	rupha, řupha				heggarty2005
1028	r̝ u pʰ a -	7180	warm / hot SW	Pocona	Quechua	řupha	caliente	r̝ u pʰ a	rupha, řupha				heggarty2005
1029	h u n tʼ u	7182	warm / hot SW	Puki	Aymara	hunt'u	caliente	h u n tʼ u	hunt'u				heggarty2005
1030	qʼ u ɲ i -	7181	warm / hot SW	Puno	Quechua	q'uñi	caliente	qʼ u ɲ i	q'uñi				heggarty2005
1031	k u n u -	7181	warm / hot SW	Putumayo	Quechua	cunu	caliente	k u n u	cunu, rupa				tandioy1978
1032	r u p a -	7180	warm / hot SW	Putumayo	Quechua	rupa	caliente	r u p a	cunu, rupa				tandioy1978
1033	q o n i -	7181	warm / hot SW	SanPedro	Quechua	quni	caliente	q o n i	quni				shimelman2017
1034	ɾ u p a χ	7180	warm / hot SW	Santiagueno	Quechua	rupaq	caliente	ɾ u p a χ	rupaq				juanatey2021
1035	r u p ai -	7180	warm / hot SW	SantoTomas	Quechua	rupay	caliente	r u p ai	rupay			calentura por calor	santotomas1951
1036	r u p a k	7180	warm / hot SW	Serena	Quechua	rupa.k	caliente	r u p a k	rupa.k				heggarty2005
1037	h u n tʼ u	7182	warm / hot SW	Sullkatiti	Aymara	hunt'u	caliente	h u n tʼ u	hunt'u				heggarty2005
1038	tʰ a k a	7184	warm / hot SW	Taquile	Quechua	thaka	caliente	tʰ a k a	thaka				heggarty2005
1039	a k a	351	warm / hot SW	Tarma	Quechua	aka	caliente	a k a	aka, xunu				adelaar1977
1040	χ o n u -	7181	warm / hot SW	Tarma	Quechua	xunu	caliente	χ o n u	aka, xunu				adelaar1977
1041	k u n u x	7181	warm / hot SW	Troje	Quechua	kunu.x	caliente	k u n u x	kunu.x				heggarty2005
1043	s iː j a	7185	warm / hot SW	Tsimu	Uru-Chipaya	sí:ya	caliente	s iː j a	sí:ya				cerron2016
1044	a tʃ a + tʃ a q	351 0	warm / hot SW	Yanac	Quechua	ača.ča.q	caliente	a tʃ a + tʃ a q	ača.ča.q				heggarty2005
1045	tʃ i r i	822	cold	Anonimo	Quechua	chiri	fría	tʃ i r i	chiri				valera1586
1046	tʃ i ɾ i	822	cold	Apuri	Quechua	chiri	fría	tʃ i ɾ i	chiri, alalay				shimelman2017
1047	a l a l ai -	823	cold	Apuri	Quechua	alalay	fría	a l a l ai	chiri, alalay				shimelman2017
1048	tʃ i r i	822	cold	Apurimac	Quechua	chiri	fría	tʃ i r i	chiri				camacho2007
1050	tʃ i ɾ i	822	cold	Arma	Quechua	chiri	fría	tʃ i ɾ i	chiri				galvez2003
1051	tʃ i r i	822	cold	Atalla	Quechua	čiri	fría	tʃ i r i	čiri				heggarty2005
1052	tʃ i ɾ i	822	cold	Ayacucho	Quechua	chiri	fría	tʃ i ɾ i	chiri				soto1976
1053	tʃ i r i	822	cold	Bobonaza	Quechua	chiri	fría	tʃ i r i	chiri				orrwrisley1981
1054	a l a l ai -	823	cold	Cacra-Hongos	Quechua	alalay	fría	a l a l ai	alalay				shimelman2017
1055	tʃ i r i	822	cold	Chachapoyas	Quechua	chiri	fría	tʃ i r i	chiri				taylor2006
1056	a l a - - -	823	cold	Chacpar	Quechua	ala	fría	a l a	ala				heggarty2005
1057	tʃ i r i	822	cold	Chetilla	Quechua	čiri	fría	tʃ i r i	čiri				heggarty2005
1058	s a - - k i	146	cold	Chipaya	Uru-Chipaya	saki	fría	s a k i	saki				heggarty2005
1059	tʃ i r i	822	cold	Curva	Quechua	čiri	fría	tʃ i r i	čiri				heggarty2005
1060	tʃ i r i	822	cold	Cuzco	Quechua	čiri	fría	tʃ i r i	čiri				heggarty2005
1061	tʃ i r i	822	cold	CuzquenoAntiguo	Quechua	chiri	fría	tʃ i r i	chiri				holguin1608
1062	q a s a	145	cold	Huallaga	Quechua	qasa	fría	q a s a	qasa				heggarty2005
1063	a l a l a ʔ	823	cold	Huanca	Quechua	alalaq	fría	a l a l a ʔ	alalaq				cerron1976
1064	tʰ a j a	143	cold	Huancane	Aymara	thaya	fría	tʰ a j a	thaya				heggarty2005
1065	tʃ i ɾ i	822	cold	Huangascar	Quechua	chiri	fría	tʃ i ɾ i	chiri, alalay				shimelman2017
1066	a l a l ai -	823	cold	Huangascar	Quechua	alalay	fría	a l a l ai	chiri, alalay				shimelman2017
1067	a l aː l ai -	823	cold	HuarazHuailas	Quechua	alaalay	fría	a l aː l ai	alaalay				parkerchavez1976
1068	tʃ i ɾ i	822	cold	Imbabura	Quechua	chiri	fría	tʃ i ɾ i	chiri				gomez2009
1069	x a s a	145	cold	Inkawasi	Quechua	xasa	fría	x a s a	xasa				heggarty2005
1070	h i: p u:	825	cold	Iruhito	Uru-Chipaya	hí:pu:	fría	h i: p u:	hí:pu:				cerron2016
1071	- a tsʼ i k i	144	cold	Jaqaru	Aymara	ats'iki	fría	a tsʼ i k i	ats'iki				heggarty2005
1072	h a ʈʂ’ i k i	144	cold	Kawki	Aymara	haĉ'iki	fría	h a ʈʂ’ i k i	haĉ'iki				heggarty2005
1073	tʃ i r i	822	cold	Lamas	Quechua	chiri	fría	tʃ i r i	chiri				taylor2006
1074	a l a l a -	823	cold	Laraos	Quechua	ala.la	fría	a l a l a	ala.la				heggarty2005
