ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Borrowing,Partial_Cognacy
Maragua-135_lickto-1,,Maragua,135_lickto,λaqwa.,λaqwa.,ʎ a q w a,,heggarty2005,448,,,,,3584
Napo-135_lickto-1,,Napo,135_lickto,llaucana,llaucana,ʎ au k a + n a,,orrwrisley1981,448,,,,,3584 0
Pacaraos-135_lickto-1,,Pacaraos,135_lickto,laqwa,laqwa,l a ʁ w a,,adelaar1982,448,,,,,3584
Pastaza-135_lickto-1,,Pastaza,135_lickto,lawcana,lawcana,l au k a + n a,,landerman1973,448,,,,,3584 0
Pocona-135_lickto-1,,Pocona,135_lickto,λaqwa.,λaqwa.,ʎ a q w a,,heggarty2005,448,,,,,3584
Puki-135_lickto-1,,Puki,135_lickto,haλq'a.,haλq'a.,h a ʎ qʼ a,,heggarty2005,450,,,,,3587
Puno-135_lickto-1,,Puno,135_lickto,λaχwa.,λaχwa.,ʎ a χ w a,,heggarty2005,448,,,,,3584
Putumayo-135_lickto-1,,Putumayo,135_lickto,llacuay,llacuay,ʎ a k w a,,tandioy1978,448,,,,,3584
Raimondi-135_lickto-1,,Raimondi,135_lickto,laqway,laqway,l a q w a,,parkerchavez1976,448,,,,,3584
SanPedro-135_lickto-1,,SanPedro,135_lickto,llaqwa-,llaqwa-,ʎ a q w a,,shimelman2017,448,,,,,3584
Santiagueno-135_lickto-1,,Santiagueno,135_lickto,llaqway,llaqway,ʒ a χ w a,,juanatey2021,448,,,,,3584
SantoTomas-135_lickto-1,,SantoTomas,135_lickto,llacuani,llacuani,ʎ a k w a + n i,,santotomas1951,448,,,,,3584 0
Serena-135_lickto-1,,Serena,135_lickto,λawka.,λawka.,ʎ au k a,,heggarty2005,448,,,,,3584
Sullkatiti-135_lickto-1,,Sullkatiti,135_lickto,haλq'a.,haλq'a.,h a ʎ qʼ a,,heggarty2005,450,,,,,3587
Taquile-135_lickto-1,,Taquile,135_lickto,λaχwa.,λaχwa.,ʎ a χ w a,,heggarty2005,448,,,,,3584
Tarma-135_lickto-1,,Tarma,135_lickto,laxwa,laxwa,l a χ w a,,adelaar1977,448,,,,,3584
Troje-135_lickto-1,,Troje,135_lickto,llahuana,llahuana,ʎ a w a + n a,,stark1977,448,,,,,3584 0
Wari-135_lickto-1,,Wari,135_lickto,laqway,laqway,l a q w a,,parkerchavez1976,448,,,,,3584
Yanac-135_lickto-1,,Yanac,135_lickto,laqwa.,laqwa.,l a q w a,,heggarty2005,448,,,,,3584
Anonimo-136_spitto-1,,Anonimo,136_spitto,tocani,tocani,t ɔ k a + n i,,valera1586,696,,,,,6107 0
Apuri-136_spitto-1,,Apuri,136_spitto,tuqa-,tuqa-,t o q a,,shimelman2017,696,,,,,6107
Arma-136_spitto-1,,Arma,136_spitto,tuqa,tuqa,t u χ a,,galvez2003,696,,,,,6107
Atalla-136_spitto-1,,Atalla,136_spitto,tuχa.,tuχa.,t u χ a,,heggarty2005,696,,,,,6107
Ayacucho-136_spitto-1,,Ayacucho,136_spitto,toqa,toqa,t o χ a,,soto1976,696,,,,,6107
Bobonaza-136_spitto-1,,Bobonaza,136_spitto,tiucana,tiucana,t i j u k a + n a,,orrwrisley1981,447,,,,,358 0
Cacra-Hongos-136_spitto-1,,Cacra-Hongos,136_spitto,tuqa-,tuqa-,t o q a,,shimelman2017,696,,,,,6107
Chachapoyas-136_spitto-1,,Chachapoyas,136_spitto,tuka,tuka,t u k a,,taylor2006,696,,,,,6107
Chacpar-136_spitto-1,,Chacpar,136_spitto,tuqa.,tuqa.,t u q a,,heggarty2005,696,,,,,6107
Chetilla-136_spitto-1,,Chetilla,136_spitto,tuγa.,tuγa.,t u ʁ a,,heggarty2005,696,,,,,6107
Chipaya-136_spitto-1,,Chipaya,136_spitto,thujt.z,thujt.z,tʰ ui t z,Parece préstamo.,heggarty2005,303,,,,,272
Curva-136_spitto-1,,Curva,136_spitto,thuqa.,thuqa.,tʰ u q a,,heggarty2005,696,,,,,6107
Cuzco-136_spitto-1,,Cuzco,136_spitto,thuqa.,thuqa.,tʰ u q a,,heggarty2005,696,,,,,6107
CuzquenoAntiguo-136_spitto-1,,CuzquenoAntiguo,136_spitto,ttoccani,ttoccani,t u χ a + n i,,holguin1608,696,,,,,6107 0
Huallaga-136_spitto-1,,Huallaga,136_spitto,tuqa.,tuqa.,t u q a,,heggarty2005,696,,,,,6107
Huanca-136_spitto-1,,Huanca,136_spitto,tuqay,tuqay,t u ʔ a,,cerron1976,696,,,,,6107
Huancane-136_spitto-1,,Huancane,136_spitto,thusa.,thusa.,tʰ u s a,,heggarty2005,301,,,,,271
Huangascar-136_spitto-1,,Huangascar,136_spitto,tuqa-,tuqa-,t o q a,,shimelman2017,696,,,,,6107
HuarazHuailas-136_spitto-1,,HuarazHuailas,136_spitto,toqay,toqay,t o q a,,parkerchavez1976,696,,,,,6107
Imbabura-136_spitto-1,,Imbabura,136_spitto,tukana,tukana,t u k a + n a,,gomez2009,696,,,,,6107 0
Inkawasi-136_spitto-1,,Inkawasi,136_spitto,tuγa.,tuγa.,t u ʁ a,,heggarty2005,696,,,,,6107
Jaqaru-136_spitto-1,,Jaqaru,136_spitto,thusu.,thusu.,tʰ u s u,,heggarty2005,301,,,,,271
Kawki-136_spitto-1,,Kawki,136_spitto,čusa.,čusa.,tʃ u s a,,heggarty2005,301,,,,,271
Lamas-136_spitto-1,,Lamas,136_spitto,tuka,tuka,t u k a,,taylor2006,696,,,,,6107
Laraos-136_spitto-1,,Laraos,136_spitto,tuqa.,tuqa.,t u q a,,heggarty2005,696,,,,,6107
Lincha-Tana-136_spitto-1,,Lincha-Tana,136_spitto,tuqa-,tuqa-,t o q a,,shimelman2017,696,,,,,6107
Maragua-136_spitto-1,,Maragua,136_spitto,thuqa.,thuqa.,tʰ u q a,,heggarty2005,696,,,,,6107
Napo-136_spitto-1,,Napo,136_spitto,tiucana,tiucana,t i j u k a + n a,,orrwrisley1981,447,,,,,358 0
Pacaraos-136_spitto-1,,Pacaraos,136_spitto,tuqa,tuqa,t o χ a,,adelaar1982,696,,,,,6107
Pastaza-136_spitto-1,,Pastaza,136_spitto,tyucana,tyucana,t i j u k a + n a,,landerman1973,447,,,,,358 0
Pocona-136_spitto-1,,Pocona,136_spitto,thuγa.,thuγa.,tʰ u ʁ a,,heggarty2005,696,,,,,6107
Puki-136_spitto-1,,Puki,136_spitto,thusa.,thusa.,tʰ u s a,,heggarty2005,301,,,,,271
Puno-136_spitto-1,,Puno,136_spitto,thuqa.,thuqa.,tʰ u q a,,heggarty2005,696,,,,,6107
Putumayo-136_spitto-1,,Putumayo,136_spitto,tuca,tuca,t u k a,,tandioy1978,696,,,,,6107
Raimondi-136_spitto-1,,Raimondi,136_spitto,toqay,toqay,t o q a,,parkerchavez1976,696,,,,,6107
SanPedro-136_spitto-1,,SanPedro,136_spitto,tuqa-,tuqa-,t o q a,,shimelman2017,696,,,,,6107
Santiagueno-136_spitto-1,,Santiagueno,136_spitto,toqay,toqay,t o χ a,,juanatey2021,696,,,,,6107
SantoTomas-136_spitto-1,,SantoTomas,136_spitto,tucani,tucani,t u k a + n i,,santotomas1951,696,,,,,6107 0
Serena-136_spitto-1,,Serena,136_spitto,tyuka.,tyuka.,t i j u k a,,heggarty2005,447,,,,,358
Sullkatiti-136_spitto-1,,Sullkatiti,136_spitto,thusa.,thusa.,tʰ u s a,,heggarty2005,301,,,,,271
Taquile-136_spitto-1,,Taquile,136_spitto,thuqa.,thuqa.,tʰ u q a,,heggarty2005,696,,,,,6107
Tarma-136_spitto-1,,Tarma,136_spitto,tuxa,tuxa,t o χ a,,adelaar1977,696,,,,,6107
Troje-136_spitto-1,,Troje,136_spitto,čuka.,čuka.,tʃ u k a,,heggarty2005,696,,,,,6107
Wari-136_spitto-1,,Wari,136_spitto,toqay,toqay,t o q a,,parkerchavez1976,696,,,,,6107
Yanac-136_spitto-1,,Yanac,136_spitto,tuqa.,tuqa.,t u q a,,heggarty2005,696,,,,,6107
Anonimo-137_sleepto-1,,Anonimo,137_sleepto,puñuni,puñuni,p u ɲ u + n i,,valera1586,676,,,,,5866 0
Apuri-137_sleepto-1,,Apuri,137_sleepto,puñu-,puñu-,p u ɲ u,,shimelman2017,676,,,,,5866
Apurimac-137_sleepto-1,,Apurimac,137_sleepto,puñu,puñu,p u ɲ u,,camacho2007,676,,,,,5866
Arma-137_sleepto-1,,Arma,137_sleepto,puñu,puñu,p u ɲ u,,galvez2003,676,,,,,5866
Atalla-137_sleepto-1,,Atalla,137_sleepto,puñu.,puñu.,p u ɲ u,,heggarty2005,676,,,,,5866
Ayacucho-137_sleepto-1,,Ayacucho,137_sleepto,puñu,puñu,p u ɲ u,,soto1976,676,,,,,5866
Bobonaza-137_sleepto-1,,Bobonaza,137_sleepto,puñuna,puñuna,p u ɲ u + n a,,orrwrisley1981,676,,,,,5866 0
Cacra-Hongos-137_sleepto-1,,Cacra-Hongos,137_sleepto,puñu-,puñu-,p u ɲ u,,shimelman2017,676,,,,,5866
Chachapoyas-137_sleepto-1,,Chachapoyas,137_sleepto,puñu,puñu,p u ɲ u,,taylor2006,676,,,,,5866
Chacpar-137_sleepto-1,,Chacpar,137_sleepto,punu.,punu.,p u n u,,heggarty2005,676,,,,,5866
Chetilla-137_sleepto-1,,Chetilla,137_sleepto,puñu.,puñu.,p u ɲ u,,heggarty2005,676,,,,,5866
Chipaya-137_sleepto-1,,Chipaya,137_sleepto,thaj.z,thaj.z,tʰ ai z,,heggarty2005,176,,,,,200
Curva-137_sleepto-1,,Curva,137_sleepto,puñu.,puñu.,p u ɲ u,,heggarty2005,676,,,,,5866
Cuzco-137_sleepto-1,,Cuzco,137_sleepto,puñu.,puñu.,p u ɲ u,,heggarty2005,676,,,,,5866
CuzquenoAntiguo-137_sleepto-1,,CuzquenoAntiguo,137_sleepto,puñuni,puñuni,p u ɲ u + n i,,holguin1608,676,,,,,5866 0
Huallaga-137_sleepto-1,,Huallaga,137_sleepto,puñu.,puñu.,p u ɲ u,,heggarty2005,676,,,,,5866
Huanca-137_sleepto-1,,Huanca,137_sleepto,puñuy,puñuy,p u ɲ u,,cerron2018,676,,,,,5866
Huancane-137_sleepto-1,,Huancane,137_sleepto,iki.,iki.,i k i,,heggarty2005,677,,,,,5869
Huangascar-137_sleepto-1,,Huangascar,137_sleepto,puñu-,puñu-,p u ɲ u,,shimelman2017,676,,,,,5866
HuarazHuailas-137_sleepto-1,,HuarazHuailas,137_sleepto,punuy,punuy,p u ɲ u,,parkerchavez1976,676,,,,,5866
Imbabura-137_sleepto-1,,Imbabura,137_sleepto,puñuna,puñuna,p u ɲ u + n a,,gomez2009,676,,,,,5866 0
Inkawasi-137_sleepto-1,,Inkawasi,137_sleepto,punu.,punu.,p u n u,,heggarty2005,676,,,,,5866
Jaqaru-137_sleepto-1,,Jaqaru,137_sleepto,iki.,iki.,i k i,,heggarty2005,677,,,,,5869
Kawki-137_sleepto-1,,Kawki,137_sleepto,iki.,iki.,i k i,,heggarty2005,677,,,,,5869
Lamas-137_sleepto-1,,Lamas,137_sleepto,puñu,puñu,p u ɲ u,,taylor2006,676,,,,,5866
Laraos-137_sleepto-1,,Laraos,137_sleepto,puñu.,puñu.,p u ɲ u,,heggarty2005,676,,,,,5866
Lincha-Tana-137_sleepto-1,,Lincha-Tana,137_sleepto,puñu-,puñu-,p u ɲ u,,shimelman2017,676,,,,,5866
Maragua-137_sleepto-1,,Maragua,137_sleepto,puñu.,puñu.,p u ɲ u,,heggarty2005,676,,,,,5866
Napo-137_sleepto-1,,Napo,137_sleepto,puñuna,puñuna,p u ɲ u + n a,,orrwrisley1981,676,,,,,5866 0
Pacaraos-137_sleepto-1,,Pacaraos,137_sleepto,puñu,puñu,p u ɲ u,,adelaar1982,676,,,,,5866
Pastaza-137_sleepto-1,,Pastaza,137_sleepto,puñuna,puñuna,p u ɲ u + n a,,landerman1973,676,,,,,5866 0
Pocona-137_sleepto-1,,Pocona,137_sleepto,puñu.,puñu.,p u ɲ u,,heggarty2005,676,,,,,5866
Puki-137_sleepto-1,,Puki,137_sleepto,iki.,iki.,i k i,,heggarty2005,677,,,,,5869
Puno-137_sleepto-1,,Puno,137_sleepto,puñu.,puñu.,p u ɲ u,,heggarty2005,676,,,,,5866
Putumayo-137_sleepto-1,,Putumayo,137_sleepto,puñu,puñu,p u ɲ u,,tandioy1978,676,,,,,5866
Raimondi-137_sleepto-1,,Raimondi,137_sleepto,punuy,punuy,p u ɲ u,,parkerchavez1976,676,,,,,5866
SanPedro-137_sleepto-1,,SanPedro,137_sleepto,puñu-,puñu-,p u ɲ u,,shimelman2017,676,,,,,5866
Santiagueno-137_sleepto-1,,Santiagueno,137_sleepto,puñuy,puñuy,p u ɲ u,,juanatey2021,676,,,,,5866
SantoTomas-137_sleepto-1,,SantoTomas,137_sleepto,"puñucuni, pachacuni",puñucuni,p u ɲ u + k u + n i,,santotomas1951,676,,,,,5866 0 0
SantoTomas-137_sleepto-2,,SantoTomas,137_sleepto,"puñucuni, pachacuni",pachacuni,p a tʃ a + k u + n i,,santotomas1951,177,,,,,201 0 0
Serena-137_sleepto-1,,Serena,137_sleepto,puñu.,puñu.,p u ɲ u,,heggarty2005,676,,,,,5866
Sullkatiti-137_sleepto-1,,Sullkatiti,137_sleepto,iki.,iki.,i k i,,heggarty2005,677,,,,,5869
Taquile-137_sleepto-1,,Taquile,137_sleepto,puñu.,puñu.,p u ɲ u,,heggarty2005,676,,,,,5866
Tarma-137_sleepto-1,,Tarma,137_sleepto,punu,punu,p u n u,,adelaar1977,676,,,,,5866
Troje-137_sleepto-1,,Troje,137_sleepto,puñu.,puñu.,p u ɲ u,,heggarty2005,676,,,,,5866
Wari-137_sleepto-1,,Wari,137_sleepto,punuy,punuy,p u ɲ u,,parkerchavez1976,676,,,,,5866
Yanac-137_sleepto-1,,Yanac,137_sleepto,puñu.,puñu.,p u ɲ u,,heggarty2005,676,,,,,5866
Anonimo-138_liveto-1,,Anonimo,138_liveto,cauçani,cauçani,k au s a + n i,,valera1586,481,,,,,3737 0
Apuri-138_liveto-1,,Apuri,138_liveto,kawsa-,kawsa-,k au s a,,shimelman2017,481,,,,,3737
Apurimac-138_liveto-1,,Apurimac,138_liveto,kawsa,kawsa,k au s a,,camacho2007,481,,,,,3737
Arma-138_liveto-1,,Arma,138_liveto,kawsa,kawsa,k au s a,,galvez2003,481,,,,,3737
Atalla-138_liveto-1,,Atalla,138_liveto,kawsa.,kawsa.,k au s a,,heggarty2005,481,,,,,3737
Ayacucho-138_liveto-1,,Ayacucho,138_liveto,kawsa,kawsa,k au s a,,soto1976,481,,,,,3737
Bobonaza-138_liveto-1,,Bobonaza,138_liveto,causana,causana,k au s a + n a,,orrwrisley1981,481,,,,,3737 0
Cacra-Hongos-138_liveto-1,,Cacra-Hongos,138_liveto,kawsa-,kawsa-,k au s a,,shimelman2017,481,,,,,3737
Chachapoyas-138_liveto-1,,Chachapoyas,138_liveto,kawsa,kawsa,k au s a,,taylor2006,481,,,,,3737
Chacpar-138_liveto-1,,Chacpar,138_liveto,kawa.,kawa.,k a w a,,heggarty2005,35,,,,,12
Chetilla-138_liveto-1,,Chetilla,138_liveto,kawsa.,kawsa.,k au s a,,heggarty2005,481,,,,,3737
Chipaya-138_liveto-1,,Chipaya,138_liveto,zhet-z,zhet-z,z h e t z,,heggarty2005,482,,,,,3738
Curva-138_liveto-1,,Curva,138_liveto,kawsa.,kawsa.,k au s a,,heggarty2005,481,,,,,3737
Cuzco-138_liveto-1,,Cuzco,138_liveto,kawsa.,kawsa.,k au s a,,heggarty2005,481,,,,,3737
CuzquenoAntiguo-138_liveto-1,,CuzquenoAntiguo,138_liveto,cauçay,cauçay,k au s a,,holguin1608,481,,,,,3737
Huallaga-138_liveto-1,,Huallaga,138_liveto,kawa.,kawa.,k a w a,,heggarty2005,35,,,,,12
Huanca-138_liveto-1,,Huanca,138_liveto,kawsay,kawsay,k au s a,,cerron2018,481,,,,,3737
Huancane-138_liveto-1,,Huancane,138_liveto,haka.,haka.,h a k a,,heggarty2005,483,,,,,3739
Huangascar-138_liveto-1,,Huangascar,138_liveto,kawsa-,kawsa-,k au s a,,shimelman2017,481,,,,,3737
HuarazHuailas-138_liveto-1,,HuarazHuailas,138_liveto,kaway,kaway,k a w a,,parkerchavez1976,35,,,,,12
Imbabura-138_liveto-1,,Imbabura,138_liveto,kawsana,kawsana,k au s a + n a,,gomez2009,481,,,,,3737 0
Inkawasi-138_liveto-1,,Inkawasi,138_liveto,kawsa.,kawsa.,k au s a,,heggarty2005,481,,,,,3737
Jaqaru-138_liveto-1,,Jaqaru,138_liveto,haka.,haka.,h a k a,,heggarty2005,483,,,,,3739
Kawki-138_liveto-1,,Kawki,138_liveto,haka.,haka.,h a k a,,heggarty2005,483,,,,,3739
Lamas-138_liveto-1,,Lamas,138_liveto,kawsa,kawsa,k au s a,,taylor2006,481,,,,,3737
Laraos-138_liveto-1,,Laraos,138_liveto,kawsa.,kawsa.,k au s a,,heggarty2005,481,,,,,3737
Lincha-Tana-138_liveto-1,,Lincha-Tana,138_liveto,kawsa-,kawsa-,k au s a,,shimelman2017,481,,,,,3737
Maragua-138_liveto-1,,Maragua,138_liveto,kawsa.,kawsa.,k au s a,,heggarty2005,481,,,,,3737
Napo-138_liveto-1,,Napo,138_liveto,causana,causana,k au s a + n a,,orrwrisley1981,481,,,,,3737 0
Pacaraos-138_liveto-1,,Pacaraos,138_liveto,kawa,kawa,k a w a,,adelaar1982,35,,,,,12
Pastaza-138_liveto-1,,Pastaza,138_liveto,cawsana,cawsana,k au s a + n a,,landerman1973,481,,,,,3737 0
Pocona-138_liveto-1,,Pocona,138_liveto,kawsa.,kawsa.,k au s a,,heggarty2005,481,,,,,3737
Puki-138_liveto-1,,Puki,138_liveto,haka.,haka.,h a k a,,heggarty2005,483,,,,,3739
Puno-138_liveto-1,,Puno,138_liveto,kawsa.,kawsa.,k au s a,,heggarty2005,481,,,,,3737
Putumayo-138_liveto-1,,Putumayo,138_liveto,caugsa,caugsa,k au x s a,,tandioy1978,481,,,,,3737
Raimondi-138_liveto-1,,Raimondi,138_liveto,kaway,kaway,k a w a,,parkerchavez1976,35,,,,,12
SanPedro-138_liveto-1,,SanPedro,138_liveto,kawsa-,kawsa-,k au s a,,shimelman2017,481,,,,,3737
Santiagueno-138_liveto-1,,Santiagueno,138_liveto,kawsay,kawsay,k au s a,,juanatey2021,481,,,,,3737
SantoTomas-138_liveto-1,,SantoTomas,138_liveto,cauçani,cauçani,k au s a + n i,,santotomas1951,481,,,,,3737 0
Serena-138_liveto-1,,Serena,138_liveto,kawsa.,kawsa.,k au s a,,heggarty2005,481,,,,,3737
Sullkatiti-138_liveto-1,,Sullkatiti,138_liveto,haka.,haka.,h a k a,,heggarty2005,483,,,,,3739
Taquile-138_liveto-1,,Taquile,138_liveto,kawsa.,kawsa.,k au s a,,heggarty2005,481,,,,,3737
Tarma-138_liveto-1,,Tarma,138_liveto,kawa,kawa,k a w a,,adelaar1977,35,,,,,12
Troje-138_liveto-1,,Troje,138_liveto,kawsa.,kawsa.,k au s a,,heggarty2005,481,,,,,3737
Wari-138_liveto-1,,Wari,138_liveto,kaway,kaway,k a w a,,parkerchavez1976,35,,,,,12
Yanac-138_liveto-1,,Yanac,138_liveto,kawa.,kawa.,k a w a,,heggarty2005,35,,,,,12
Anonimo-139_dieto-1,,Anonimo,139_dieto,huañuy,huañuy,w a ɲ u,,valera1586,11,,,,,1058
Apuri-139_dieto-1,,Apuri,139_dieto,wañu-,wañu-,w a ɲ u,,shimelman2017,11,,,,,1058
Apurimac-139_dieto-1,,Apurimac,139_dieto,wañu,wañu,w a ɲ u,,camacho2007,11,,,,,1058
Arma-139_dieto-1,,Arma,139_dieto,wañu,wañu,w a ɲ u,,galvez2003,11,,,,,1058
Atalla-139_dieto-1,,Atalla,139_dieto,wañu.,wañu.,w a ɲ u,,heggarty2005,11,,,,,1058
Ayacucho-139_dieto-1,,Ayacucho,139_dieto,wañu,wañu,w a ɲ u,,soto1976,11,,,,,1058
Bobonaza-139_dieto-1,,Bobonaza,139_dieto,huañuna,huañuna,w a ɲ u + n a,,orrwrisley1981,11,,,,,1058 0
Cacra-Hongos-139_dieto-1,,Cacra-Hongos,139_dieto,wañu-,wañu-,w a ɲ u,,shimelman2017,11,,,,,1058
Chachapoyas-139_dieto-1,,Chachapoyas,139_dieto,wañu,wañu,w a ɲ u,,taylor2006,11,,,,,1058
Chacpar-139_dieto-1,,Chacpar,139_dieto,wanu.,wanu.,w a n u,,heggarty2005,11,,,,,1058
Chetilla-139_dieto-1,,Chetilla,139_dieto,wañu.,wañu.,w a ɲ u,,heggarty2005,11,,,,,1058
Chipaya-139_dieto-1,,Chipaya,139_dieto,tik.z; zerwí.z,tik.z,t i k z,,heggarty2005,304,,,,,273
Chipaya-139_dieto-2,,Chipaya,139_dieto,tik.z; zerwí.z,zerwí.z,z e r w i z,,heggarty2005,305,,,,,274
Curva-139_dieto-1,,Curva,139_dieto,wañu.,wañu.,w a ɲ u,,heggarty2005,11,,,,,1058
Cuzco-139_dieto-1,,Cuzco,139_dieto,wañu.,wañu.,w a ɲ u,,heggarty2005,11,,,,,1058
CuzquenoAntiguo-139_dieto-1,,CuzquenoAntiguo,139_dieto,huañuni,huañuni,w a ɲ u + n i,,holguin1608,11,,,,,1058 0
Huallaga-139_dieto-1,,Huallaga,139_dieto,wañu.,wañu.,w a ɲ u,,heggarty2005,11,,,,,1058
Huanca-139_dieto-1,,Huanca,139_dieto,wañuy,wañuy,w a ɲ u,,cerron2018,11,,,,,1058
Huancane-139_dieto-1,,Huancane,139_dieto,hiwa.,hiwa.,h i w a,,heggarty2005,13,,,,,1061
Huangascar-139_dieto-1,,Huangascar,139_dieto,wañu-,wañu-,w a ɲ u,,shimelman2017,11,,,,,1058
HuarazHuailas-139_dieto-1,,HuarazHuailas,139_dieto,wanuy,wanuy,w a ɲ u,,parkerchavez1976,11,,,,,1058
Imbabura-139_dieto-1,,Imbabura,139_dieto,wañuna,wañuna,w a ɲ u + n a,,gomez2009,11,,,,,1058 0
Inkawasi-139_dieto-1,,Inkawasi,139_dieto,wanu.,wanu.,w a n u,,heggarty2005,11,,,,,1058
Jaqaru-139_dieto-1,,Jaqaru,139_dieto,hiwa.,hiwa.,h i w a,,heggarty2005,13,,,,,1061
Kawki-139_dieto-1,,Kawki,139_dieto,hiwa.,hiwa.,h i w a,,heggarty2005,13,,,,,1061
Lamas-139_dieto-1,,Lamas,139_dieto,wañu,wañu,w a ɲ u,,taylor2006,11,,,,,1058
Laraos-139_dieto-1,,Laraos,139_dieto,wañu.,wañu.,w a ɲ u,,heggarty2005,11,,,,,1058
Lincha-Tana-139_dieto-1,,Lincha-Tana,139_dieto,wañu-,wañu-,w a ɲ u,,shimelman2017,11,,,,,1058
Maragua-139_dieto-1,,Maragua,139_dieto,wañu.,wañu.,w a ɲ u,,heggarty2005,11,,,,,1058
Napo-139_dieto-1,,Napo,139_dieto,huañuna,huañuna,w a ɲ u + n a,,orrwrisley1981,11,,,,,1058 0
Pacaraos-139_dieto-1,,Pacaraos,139_dieto,wañu-ku,wañu-ku,w a ɲ u + k u,,adelaar1982,11,,,,,1058 0
Pastaza-139_dieto-1,,Pastaza,139_dieto,wañuna,wañuna,w a ɲ u + n a,,landerman1973,11,,,,,1058 0
Pocona-139_dieto-1,,Pocona,139_dieto,wañu.,wañu.,w a ɲ u,,heggarty2005,11,,,,,1058
Puki-139_dieto-1,,Puki,139_dieto,hiwa.,hiwa.,h i w a,,heggarty2005,13,,,,,1061
Puno-139_dieto-1,,Puno,139_dieto,wañu.,wañu.,w a ɲ u,,heggarty2005,11,,,,,1058
Putumayo-139_dieto-1,,Putumayo,139_dieto,huañu,huañu,w a ɲ u,,tandioy1978,11,,,,,1058
Raimondi-139_dieto-1,,Raimondi,139_dieto,wanuy,wanuy,w a ɲ u,,parkerchavez1976,11,,,,,1058
SanPedro-139_dieto-1,,SanPedro,139_dieto,wañu-,wañu-,w a ɲ u,,shimelman2017,11,,,,,1058
Santiagueno-139_dieto-1,,Santiagueno,139_dieto,wañuy,wañuy,w a ɲ u,,juanatey2021,11,,,,,1058
SantoTomas-139_dieto-1,,SantoTomas,139_dieto,guañuni,guañuni,w a ɲ u + n i,,santotomas1951,11,,,,,1058 0
Serena-139_dieto-1,,Serena,139_dieto,wañu.,wañu.,w a ɲ u,,heggarty2005,11,,,,,1058
Sullkatiti-139_dieto-1,,Sullkatiti,139_dieto,hiwa.,hiwa.,h i w a,,heggarty2005,13,,,,,1061
Taquile-139_dieto-1,,Taquile,139_dieto,wañu.,wañu.,w a ɲ u,,heggarty2005,11,,,,,1058
Tarma-139_dieto-1,,Tarma,139_dieto,wanu,wanu,w a n u,,adelaar1977,11,,,,,1058
Troje-139_dieto-1,,Troje,139_dieto,wañu.,wañu.,w a ɲ u,,heggarty2005,11,,,,,1058
Wari-139_dieto-1,,Wari,139_dieto,wanuy,wanuy,w a ɲ u,,parkerchavez1976,11,,,,,1058
Yanac-139_dieto-1,,Yanac,139_dieto,wañu.,wañu.,w a ɲ u,,heggarty2005,11,,,,,1058
Anonimo-14_weinclusive-1,,Anonimo,14_weinclusive,ñocanchic,ñocanchic,ɲ ɔ k a n tʃ i k,,valera1586,787,,,,,7301
Apuri-14_weinclusive-1,,Apuri,14_weinclusive,nuqanchik,nuqanchik,n o q a n tʃ i k,,shimelman2017,787,,,,,7301
Apurimac-14_weinclusive-1,,Apurimac,14_weinclusive,ñoqanchis,ñoqanchis,ɲ o q a n tʃ i s,,camacho2007,787,,,,,7301
Arma-14_weinclusive-1,,Arma,14_weinclusive,ñuqanchik,ñuqanchik,ɲ u χ a n tʃ i k,,galvez2003,787,,,,,7301
Atalla-14_weinclusive-1,,Atalla,14_weinclusive,ñuχa.n.čik,ñuχa.n.čik,ɲ u χ a n tʃ i k,,heggarty2005,787,,,,,7301
Ayacucho-14_weinclusive-1,,Ayacucho,14_weinclusive,ñoqanchik,ñoqanchik,ɲ o χ a n tʃ i k,,soto1976,787,,,,,7301
Bobonaza-14_weinclusive-1,,Bobonaza,14_weinclusive,ñucanchi,ñucanchi,ɲ u k a n tʃ i,,orrwrisley1981,787,,,,,7301
Cacra-Hongos-14_weinclusive-1,,Cacra-Hongos,14_weinclusive,ñuqanchik,ñuqanchik,ɲ o q a n tʃ i k,,shimelman2017,787,,,,,7301
Chachapoyas-14_weinclusive-1,,Chachapoyas,14_weinclusive,ñukanchi,ñukanchi,ɲ u k a n tʃ i,,taylor2006,787,,,,,7301
Chacpar-14_weinclusive-1,,Chacpar,14_weinclusive,nuqa.n.tsiχ,nuqa.n.tsiχ,n u q a n ts i χ,,heggarty2005,787,,,,,7301
Chetilla-14_weinclusive-1,,Chetilla,14_weinclusive,nuγa.n.džiγ,nuγa.n.džiγ,n u ʁ a n dʒ i ʁ,,heggarty2005,787,,,,,7301
Chipaya-14_weinclusive-1,,Chipaya,14_weinclusive,"utrum, utrun",utrum,u ʈʂ u m,,heggarty2005,788,,,,,7304
Chipaya-14_weinclusive-2,,Chipaya,14_weinclusive,"utrum, utrun",utrun,u ʈʂ u n,,heggarty2005,788,,,,,7304
Curva-14_weinclusive-1,,Curva,14_weinclusive,ñuqa.n.čis,ñuqa.n.čis,ɲ u q a n tʃ i s,,heggarty2005,787,,,,,7301
Cuzco-14_weinclusive-1,,Cuzco,14_weinclusive,nuqa.n.čis,nuqa.n.čis,n u q a n tʃ i s,,heggarty2005,787,,,,,7301
